protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count
tcp,telnet,S0,0.0,0.0,1.0,9.0
tcp,ftp_data,SF,283618.0,0.0,2.0,2.0
tcp,telnet,REJ,0.0,0.0,4.0,18.0
tcp,ftp_data,SF,5135678.0,0.0,1.0,1.0
icmp,eco_i,SF,20.0,0.0,1.0,51.0
tcp,imap4,RSTO,0.0,44.0,2.0,11.0
tcp,http,RSTR,49204.0,0.0,30.0,30.0
tcp,http,RSTR,88624.0,0.0,3.0,3.0
tcp,Z39_50,REJ,0.0,0.0,277.0,8.0
tcp,http,RSTR,55744.0,0.0,10.0,10.0
tcp,private,REJ,0.0,0.0,237.0,12.0
tcp,ftp_data,SF,283618.0,0.0,2.0,2.0
tcp,ftp_data,SF,334.0,0.0,2.0,2.0
tcp,sunrpc,REJ,0.0,0.0,4.0,4.0
tcp,http,RSTR,62344.0,0.0,35.0,35.0
tcp,http,RSTR,55044.0,0.0,65.0,65.0
tcp,ftp_data,SF,283618.0,0.0,1.0,1.0
tcp,telnet,S3,1.0,15.0,1.0,1.0
tcp,ftp_data,SF,334.0,0.0,2.0,2.0
tcp,http,S0,0.0,0.0,119.0,119.0
tcp,imap4,RSTO,0.0,44.0,3.0,2.0
tcp,ftp_data,SF,283618.0,0.0,1.0,1.0
tcp,telnet,S0,0.0,0.0,1.0,6.0
icmp,ecr_i,SF,40008.0,0.0,1.0,1.0
tcp,pop_3,SF,0.0,0.0,3.0,2.0
tcp,http,RSTR,87164.0,0.0,5.0,5.0
tcp,ftp_data,SF,334.0,0.0,2.0,2.0
tcp,ftp_data,SF,334.0,0.0,2.0,2.0
tcp,http,RSTR,72564.0,0.0,11.0,11.0
tcp,http,RSTR,62344.0,0.0,44.0,44.0
tcp,telnet,SF,0.0,15.0,1.0,1.0
tcp,imap4,REJ,0.0,0.0,2.0,6.0
tcp,http,RSTR,56504.0,0.0,10.0,10.0
tcp,http,RSTR,74024.0,0.0,10.0,10.0
tcp,private,REJ,0.0,0.0,235.0,16.0
tcp,mtp,REJ,0.0,0.0,119.0,1.0
tcp,ftp_data,SF,283618.0,0.0,2.0,2.0
tcp,imap4,RSTO,0.0,44.0,3.0,3.0
tcp,telnet,RSTO,0.0,0.0,32.0,20.0
tcp,other,RSTOS0,0.0,0.0,49.0,1.0
tcp,sunrpc,REJ,0.0,0.0,4.0,2.0
tcp,imap4,SF,0.0,44.0,3.0,4.0
tcp,http,RSTR,72564.0,0.0,10.0,10.0
tcp,http,RSTR,60884.0,0.0,73.0,73.0
tcp,http,RSTR,79864.0,0.0,13.0,13.0
tcp,ftp_data,SF,7045.0,0.0,3.0,2.0
tcp,ftp_data,SF,334.0,0.0,1.0,1.0
tcp,ftp,SF,1268.0,2451.0,1.0,1.0
tcp,ftp_data,SF,334.0,0.0,1.0,1.0
tcp,ftp,SF,74.0,320.0,1.0,1.0
tcp,imap4,REJ,0.0,0.0,2.0,2.0
tcp,telnet,S3,1.0,15.0,1.0,1.0
tcp,pop_3,RSTO,0.0,36.0,3.0,4.0
tcp,imap4,RSTO,0.0,44.0,2.0,5.0
icmp,ecr_i,SF,8.0,0.0,2.0,2.0
tcp,pop_3,RSTO,0.0,36.0,3.0,1.0
tcp,private,REJ,0.0,0.0,267.0,12.0
tcp,http,S0,0.0,0.0,115.0,115.0
tcp,http,S0,0.0,0.0,111.0,111.0
tcp,imap4,RSTO,0.0,44.0,2.0,4.0
tcp,finger,RSTO,0.0,0.0,60.0,15.0
tcp,ftp_data,SF,12.0,0.0,1.0,1.0
tcp,imap4,RSTO,0.0,44.0,2.0,3.0
tcp,http,RSTR,46284.0,0.0,31.0,31.0
tcp,ftp_data,SF,334.0,0.0,2.0,2.0
tcp,ftp,SF,1240.0,2449.0,1.0,1.0
tcp,http,RSTR,72564.0,0.0,9.0,9.0
tcp,pop_3,RSTO,0.0,36.0,3.0,3.0
tcp,nnsp,S0,0.0,0.0,144.0,19.0
tcp,http,REJ,0.0,0.0,1.0,1.0
tcp,ftp,SF,164.0,601.0,1.0,1.0
tcp,http,RSTR,57184.0,0.0,35.0,35.0
tcp,ftp_data,SF,283618.0,0.0,1.0,1.0
tcp,imap4,RSTO,0.0,44.0,3.0,1.0
tcp,private,REJ,0.0,0.0,275.0,14.0
tcp,sunrpc,REJ,0.0,0.0,4.0,7.0
tcp,http,RSTR,71104.0,0.0,8.0,8.0
tcp,ftp_data,SF,334.0,0.0,1.0,1.0
tcp,http,RSTR,60884.0,0.0,66.0,66.0
tcp,exec,RSTO,0.0,0.0,133.0,19.0
tcp,http,RSTR,57964.0,0.0,81.0,81.0
tcp,ftp_data,SF,12.0,0.0,1.0,1.0
tcp,http,REJ,0.0,0.0,20.0,8.0
tcp,http,RSTR,76944.0,0.0,24.0,24.0
tcp,http,S0,0.0,0.0,74.0,74.0
tcp,http,RSTR,78404.0,0.0,77.0,77.0
tcp,http,RSTR,59424.0,0.0,62.0,62.0
tcp,http,RSTR,75484.0,0.0,25.0,25.0
tcp,pop_3,REJ,0.0,0.0,3.0,5.0
icmp,eco_i,SF,20.0,0.0,1.0,61.0
tcp,http,RSTR,56504.0,0.0,8.0,8.0
tcp,sunrpc,REJ,0.0,0.0,4.0,4.0
tcp,sunrpc,REJ,0.0,0.0,5.0,1.0
tcp,ftp_data,SF,334.0,0.0,1.0,1.0
tcp,private,S0,0.0,0.0,281.0,14.0
tcp,telnet,S0,0.0,0.0,32.0,32.0
tcp,http,RSTR,55744.0,0.0,38.0,38.0
tcp,telnet,S3,1.0,15.0,1.0,1.0
tcp,http,RSTR,72564.0,0.0,10.0,10.0
tcp,http,RSTR,57184.0,0.0,39.0,39.0
tcp,pop_3,RSTO,0.0,36.0,3.0,9.0
tcp,private,S0,0.0,0.0,114.0,14.0
tcp,http,S0,0.0,0.0,84.0,84.0
tcp,http,S0,0.0,0.0,63.0,63.0
tcp,imap4,REJ,0.0,0.0,4.0,3.0
tcp,pop_3,REJ,0.0,0.0,3.0,7.0
tcp,imap4,RSTO,0.0,44.0,4.0,3.0
tcp,ftp,SF,162.0,599.0,1.0,1.0
tcp,ftp,SF,1189.0,2445.0,1.0,1.0
icmp,ecr_i,SF,40008.0,0.0,3.0,3.0
tcp,smtp,SF,0.0,83.0,2.0,1.0
tcp,http,REJ,0.0,0.0,1.0,1.0
tcp,other,REJ,0.0,0.0,510.0,1.0
icmp,eco_i,SF,20.0,0.0,1.0,52.0
icmp,tim_i,SF,564.0,0.0,1.0,1.0
tcp,private,REJ,0.0,0.0,139.0,12.0
tcp,telnet,RSTO,0.0,0.0,16.0,4.0
tcp,pop_3,REJ,0.0,0.0,3.0,20.0
tcp,ftp_data,SF,334.0,0.0,2.0,2.0
tcp,imap4,RSTO,0.0,44.0,2.0,6.0
tcp,other,REJ,0.0,0.0,2.0,1.0
tcp,ftp_data,SF,832.0,0.0,1.0,1.0
tcp,private,REJ,0.0,0.0,204.0,1.0
tcp,imap4,RSTO,0.0,44.0,2.0,2.0
tcp,ftp,SF,1228.0,2451.0,1.0,1.0
tcp,ftp_data,SF,283618.0,0.0,2.0,2.0
tcp,ftp,SF,1230.0,2449.0,1.0,1.0
tcp,ftp_data,SF,334.0,0.0,1.0,1.0
icmp,eco_i,SF,20.0,0.0,1.0,22.0
tcp,http,RSTR,74024.0,0.0,8.0,8.0
tcp,pop_3,REJ,0.0,0.0,3.0,16.0
tcp,imap4,REJ,0.0,0.0,2.0,14.0
tcp,sunrpc,REJ,0.0,0.0,4.0,4.0
tcp,ftp,SF,1237.0,2451.0,1.0,1.0
tcp,pop_3,RSTO,0.0,36.0,3.0,16.0
tcp,http,RSTR,56504.0,0.0,11.0,11.0
tcp,private,REJ,0.0,0.0,206.0,3.0
tcp,http,RSTR,71584.0,0.0,45.0,45.0
tcp,imap4,SF,0.0,0.0,2.0,17.0
tcp,http,S0,0.0,0.0,74.0,74.0
tcp,private,REJ,0.0,0.0,254.0,18.0
tcp,private,REJ,0.0,0.0,102.0,4.0
tcp,ftp_data,SF,283618.0,0.0,2.0,2.0
tcp,ftp_data,SF,334.0,0.0,2.0,2.0
tcp,http,RSTR,56504.0,0.0,11.0,11.0
tcp,ftp_data,SF,283618.0,0.0,1.0,1.0
tcp,ftp,SF,355.0,1191.0,1.0,1.0
tcp,ftp_data,SF,334.0,0.0,2.0,2.0
tcp,telnet,SF,0.0,15.0,1.0,1.0
tcp,telnet,SF,0.0,15.0,1.0,1.0
tcp,private,S0,0.0,0.0,274.0,12.0
tcp,http,REJ,0.0,0.0,11.0,10.0
tcp,http,RSTR,72564.0,0.0,11.0,11.0
tcp,http,S0,0.0,0.0,91.0,91.0
tcp,ftp_data,SF,283618.0,0.0,1.0,1.0
tcp,ftp_data,SF,334.0,0.0,1.0,1.0
tcp,pop_3,SF,0.0,0.0,2.0,12.0
tcp,private,REJ,0.0,0.0,278.0,13.0
tcp,http,RSTO,0.0,0.0,25.0,1.0
tcp,other,REJ,0.0,0.0,3.0,1.0
tcp,http,RSTR,59424.0,0.0,46.0,46.0
tcp,http,RSTR,72564.0,0.0,9.0,9.0
tcp,imap4,RSTO,0.0,44.0,2.0,4.0
tcp,http,RSTR,72564.0,0.0,11.0,11.0
tcp,http,S0,0.0,0.0,109.0,15.0
tcp,imap4,RSTO,0.0,44.0,3.0,4.0
tcp,http,RSTR,72564.0,0.0,9.0,9.0
tcp,ftp_data,SF,334.0,0.0,1.0,1.0
icmp,eco_i,SF,20.0,0.0,1.0,68.0
tcp,pop_3,RSTO,0.0,36.0,3.0,2.0
tcp,ftp_data,SF,5133876.0,0.0,1.0,1.0
tcp,http,S0,0.0,0.0,100.0,100.0
icmp,eco_i,SF,20.0,0.0,1.0,70.0
tcp,http,RSTR,56504.0,0.0,11.0,11.0
tcp,http,RSTR,74024.0,0.0,30.0,30.0
tcp,pop_3,RSTO,0.0,36.0,3.0,3.0
tcp,ftp_data,SF,334.0,0.0,2.0,2.0
