protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,Predicted_Label
tcp,domain,S0,0.0,0.0,107.0,17.0,neptune
tcp,daytime,S0,0.0,0.0,295.0,12.0,neptune
tcp,private,REJ,0.0,0.0,454.0,1.0,satan
tcp,sql_net,S0,0.0,0.0,93.0,20.0,neptune
tcp,private,S0,0.0,0.0,285.0,6.0,neptune
tcp,telnet,S0,0.0,0.0,119.0,119.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,48.0,nmap
tcp,private,S0,0.0,0.0,101.0,16.0,neptune
tcp,name,REJ,0.0,0.0,185.0,1.0,neptune
icmp,ecr_i,SF,1032.0,0.0,52.0,52.0,smurf
tcp,private,REJ,0.0,0.0,296.0,15.0,neptune
tcp,hostnames,REJ,0.0,0.0,470.0,1.0,satan
udp,private,SF,1.0,0.0,162.0,142.0,satan
tcp,private,S0,0.0,0.0,17.0,10.0,neptune
tcp,private,S0,0.0,0.0,280.0,17.0,neptune
tcp,pm_dump,SF,44.0,192.0,5.0,1.0,unknown
tcp,auth,S0,0.0,0.0,271.0,17.0,neptune
tcp,private,S0,0.0,0.0,128.0,13.0,neptune
icmp,eco_i,SF,20.0,0.0,1.0,70.0,unknown
tcp,mtp,S0,0.0,0.0,298.0,19.0,neptune
tcp,ctf,REJ,0.0,0.0,230.0,3.0,neptune
tcp,courier,S0,0.0,0.0,140.0,10.0,neptune
tcp,private,RSTR,0.0,0.0,1.0,1.0,portsweep
tcp,imap4,S0,0.0,0.0,255.0,3.0,neptune
tcp,private,S0,0.0,0.0,127.0,14.0,neptune
tcp,link,S0,0.0,0.0,173.0,10.0,neptune
icmp,ecr_i,SF,1032.0,0.0,191.0,191.0,smurf
tcp,private,S0,0.0,0.0,238.0,14.0,neptune
tcp,finger,S0,0.0,0.0,218.0,8.0,unknown
tcp,http,S2,54540.0,8315.0,4.0,4.0,back
tcp,private,S0,0.0,0.0,138.0,9.0,neptune
tcp,Z39_50,S0,0.0,0.0,115.0,10.0,neptune
tcp,other,RSTR,0.0,0.0,3.0,1.0,portsweep
tcp,sunrpc,RSTR,0.0,0.0,1.0,1.0,portsweep
tcp,ftp,RSTO,0.0,0.0,211.0,1.0,neptune
tcp,private,REJ,0.0,0.0,250.0,9.0,neptune
tcp,private,RSTR,1.0,0.0,2.0,2.0,portsweep
tcp,private,REJ,0.0,0.0,110.0,17.0,neptune
tcp,private,S0,0.0,0.0,211.0,8.0,neptune
tcp,private,REJ,0.0,0.0,228.0,5.0,neptune
tcp,private,S0,0.0,0.0,261.0,11.0,neptune
tcp,name,S0,0.0,0.0,232.0,7.0,neptune
tcp,private,S0,0.0,0.0,232.0,16.0,neptune
tcp,mtp,S0,0.0,0.0,61.0,6.0,neptune
icmp,ecr_i,SF,520.0,0.0,107.0,107.0,smurf
tcp,private,REJ,0.0,0.0,101.0,1.0,neptune
tcp,systat,REJ,0.0,0.0,143.0,13.0,neptune
tcp,telnet,S0,0.0,0.0,29.0,4.0,neptune
tcp,private,S0,0.0,0.0,87.0,17.0,neptune
tcp,private,REJ,0.0,0.0,138.0,13.0,neptune
tcp,private,REJ,0.0,0.0,2.0,1.0,portsweep
udp,other,SF,5.0,0.0,140.0,1.0,satan
tcp,private,S0,0.0,0.0,196.0,16.0,neptune
tcp,private,REJ,0.0,0.0,218.0,9.0,neptune
tcp,exec,S0,0.0,0.0,40.0,6.0,neptune
tcp,private,S0,0.0,0.0,196.0,18.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,6.0,ipsweep
tcp,private,REJ,0.0,0.0,297.0,16.0,neptune
tcp,private,REJ,0.0,0.0,53.0,7.0,neptune
tcp,pop_3,RSTO,0.0,36.0,3.0,2.0,unknown
icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,smurf
tcp,csnet_ns,REJ,0.0,0.0,2.0,1.0,portsweep
tcp,ftp_data,SF,334.0,0.0,2.0,2.0,unknown
tcp,http,SF,54540.0,8314.0,4.0,31.0,back
tcp,private,S0,0.0,0.0,268.0,10.0,neptune
tcp,ftp_data,S0,0.0,0.0,30.0,6.0,neptune
tcp,private,S0,0.0,0.0,66.0,4.0,neptune
tcp,csnet_ns,REJ,0.0,0.0,199.0,5.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,15.0,ipsweep
udp,private,SF,28.0,0.0,2.0,2.0,teardrop
tcp,private,S0,0.0,0.0,220.0,10.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,9.0,ipsweep
tcp,private,S0,0.0,0.0,138.0,15.0,neptune
tcp,private,S0,0.0,0.0,111.0,15.0,neptune
tcp,private,S0,0.0,0.0,146.0,19.0,neptune
tcp,Z39_50,REJ,0.0,0.0,255.0,15.0,neptune
tcp,private,S0,0.0,0.0,107.0,6.0,neptune
icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,smurf
tcp,http,S0,0.0,0.0,96.0,96.0,unknown
tcp,private,REJ,0.0,0.0,217.0,9.0,neptune
icmp,eco_i,SF,18.0,0.0,1.0,1.0,ipsweep
tcp,private,REJ,0.0,0.0,100.0,12.0,neptune
tcp,daytime,S0,0.0,0.0,293.0,13.0,neptune
tcp,telnet,S0,0.0,0.0,71.0,18.0,neptune
tcp,ftp_data,S0,0.0,0.0,7.0,4.0,neptune
tcp,domain,REJ,0.0,0.0,228.0,2.0,neptune
icmp,ecr_i,SF,1032.0,0.0,25.0,25.0,smurf
tcp,nntp,S0,0.0,0.0,115.0,5.0,neptune
tcp,private,REJ,0.0,0.0,276.0,12.0,neptune
tcp,http,SF,54540.0,8314.0,3.0,3.0,back
tcp,private,S0,0.0,0.0,211.0,13.0,neptune
tcp,private,RSTR,0.0,0.0,1.0,1.0,portsweep
tcp,private,REJ,0.0,0.0,220.0,11.0,neptune
tcp,gopher,S0,0.0,0.0,282.0,9.0,neptune
tcp,Z39_50,S0,0.0,0.0,265.0,3.0,neptune
tcp,private,S0,0.0,0.0,144.0,19.0,neptune
icmp,ecr_i,SF,1480.0,0.0,8.0,8.0,pod
tcp,other,REJ,0.0,0.0,511.0,1.0,satan
tcp,private,S0,0.0,0.0,204.0,3.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,22.0,ipsweep
tcp,ctf,S0,0.0,0.0,245.0,6.0,neptune
icmp,ecr_i,SF,1032.0,0.0,42.0,42.0,smurf
tcp,private,S0,0.0,0.0,234.0,12.0,neptune
tcp,telnet,RSTO,0.0,0.0,208.0,1.0,neptune
tcp,ldap,REJ,0.0,0.0,111.0,3.0,neptune
tcp,ctf,S0,0.0,0.0,281.0,11.0,neptune
tcp,private,REJ,0.0,0.0,1.0,1.0,ipsweep
tcp,kshell,S0,0.0,0.0,136.0,11.0,neptune
tcp,private,S0,0.0,0.0,248.0,11.0,neptune
tcp,courier,REJ,0.0,0.0,146.0,16.0,neptune
icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,smurf
tcp,private,S0,0.0,0.0,209.0,8.0,neptune
tcp,private,REJ,0.0,0.0,210.0,1.0,satan
udp,private,SF,207.0,0.0,2.0,2.0,nmap
icmp,urp_i,SF,37.0,0.0,1.0,2.0,satan
tcp,ctf,S0,0.0,0.0,168.0,3.0,neptune
tcp,private,RSTR,1.0,0.0,2.0,2.0,portsweep
tcp,private,S0,0.0,0.0,131.0,1.0,neptune
tcp,courier,S0,0.0,0.0,127.0,8.0,neptune
tcp,private,REJ,0.0,0.0,211.0,19.0,neptune
tcp,private,SH,0.0,0.0,1.0,1.0,nmap
tcp,private,REJ,0.0,0.0,250.0,12.0,neptune
tcp,private,S0,0.0,0.0,295.0,20.0,neptune
tcp,Z39_50,S0,0.0,0.0,226.0,5.0,neptune
tcp,finger,S0,0.0,0.0,205.0,5.0,neptune
tcp,finger,S0,0.0,0.0,55.0,15.0,neptune
tcp,netbios_ssn,S0,0.0,0.0,120.0,4.0,neptune
tcp,private,REJ,0.0,0.0,2.0,1.0,portsweep
tcp,private,S0,0.0,0.0,215.0,13.0,neptune
tcp,private,REJ,0.0,0.0,244.0,18.0,neptune
tcp,private,S0,0.0,0.0,225.0,10.0,neptune
tcp,other,S0,0.0,0.0,494.0,1.0,satan
tcp,ftp_data,SF,334.0,0.0,1.0,1.0,unknown
tcp,private,REJ,0.0,0.0,263.0,20.0,neptune
tcp,private,REJ,0.0,0.0,71.0,12.0,neptune
icmp,ecr_i,SF,1008.0,0.0,413.0,413.0,smurf
tcp,private,RSTO,0.0,0.0,115.0,15.0,neptune
tcp,finger,S0,0.0,0.0,10.0,5.0,neptune
tcp,private,S0,0.0,0.0,258.0,9.0,neptune
tcp,private,REJ,0.0,0.0,252.0,9.0,neptune
icmp,ecr_i,SF,1008.0,0.0,80.0,80.0,smurf
tcp,private,S0,0.0,0.0,61.0,24.0,neptune
tcp,http,S0,0.0,0.0,19.0,3.0,neptune
tcp,private,REJ,0.0,0.0,1.0,1.0,ipsweep
icmp,eco_i,SF,8.0,0.0,1.0,45.0,nmap
icmp,eco_i,SF,8.0,0.0,1.0,2.0,nmap
tcp,http,SF,54540.0,8314.0,2.0,2.0,back
tcp,imap4,S0,0.0,0.0,227.0,18.0,neptune
tcp,telnet,S0,0.0,0.0,38.0,8.0,neptune
tcp,private,REJ,0.0,0.0,65.0,1.0,satan
icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,smurf
tcp,private,REJ,0.0,0.0,105.0,13.0,neptune
tcp,private,S0,0.0,0.0,257.0,6.0,neptune
tcp,bgp,S0,0.0,0.0,288.0,25.0,neptune
tcp,http,S0,0.0,0.0,19.0,18.0,neptune
tcp,uucp,S0,0.0,0.0,108.0,8.0,neptune
udp,private,SF,215.0,0.0,1.0,1.0,nmap
tcp,private,S0,0.0,0.0,178.0,15.0,neptune
tcp,private,REJ,0.0,0.0,206.0,14.0,neptune
tcp,private,REJ,0.0,0.0,231.0,12.0,neptune
tcp,http_443,REJ,0.0,0.0,144.0,8.0,neptune
tcp,vmnet,S0,0.0,0.0,217.0,22.0,neptune
tcp,sunrpc,S0,0.0,0.0,204.0,12.0,neptune
tcp,gopher,S0,0.0,0.0,232.0,6.0,neptune
icmp,eco_i,SF,18.0,0.0,1.0,1.0,ipsweep
tcp,efs,S0,0.0,0.0,92.0,2.0,neptune
tcp,private,S0,0.0,0.0,298.0,19.0,neptune
tcp,netbios_ns,S0,0.0,0.0,230.0,17.0,neptune
tcp,private,REJ,0.0,0.0,261.0,9.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,45.0,ipsweep
tcp,uucp,S0,0.0,0.0,125.0,16.0,neptune
tcp,ldap,S0,0.0,0.0,146.0,17.0,neptune
tcp,http,S0,0.0,0.0,208.0,2.0,neptune
tcp,private,REJ,0.0,0.0,166.0,19.0,neptune
tcp,private,REJ,0.0,0.0,21.0,1.0,satan
tcp,remote_job,S0,0.0,0.0,252.0,3.0,neptune
icmp,eco_i,SF,18.0,0.0,1.0,1.0,ipsweep
tcp,courier,S0,0.0,0.0,110.0,17.0,neptune
tcp,uucp,S0,0.0,0.0,150.0,20.0,neptune
tcp,private,S0,0.0,0.0,267.0,11.0,neptune
tcp,vmnet,S0,0.0,0.0,131.0,20.0,neptune
udp,private,SF,1.0,1.0,13.0,12.0,satan
tcp,private,S0,0.0,0.0,170.0,14.0,neptune
icmp,eco_i,SF,18.0,0.0,1.0,1.0,ipsweep
tcp,domain,S0,0.0,0.0,201.0,1.0,neptune
tcp,domain,REJ,0.0,0.0,281.0,19.0,neptune
tcp,uucp_path,REJ,0.0,0.0,257.0,7.0,neptune
tcp,private,RSTR,1.0,0.0,2.0,2.0,portsweep
icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,smurf
tcp,ftp_data,S0,0.0,0.0,6.0,1.0,neptune
tcp,private,S0,0.0,0.0,89.0,5.0,neptune
tcp,http,SF,54540.0,8314.0,4.0,4.0,back
tcp,private,REJ,0.0,0.0,170.0,10.0,neptune
tcp,private,REJ,0.0,0.0,193.0,7.0,neptune
tcp,iso_tsap,S0,0.0,0.0,207.0,2.0,neptune
tcp,supdup,S0,0.0,0.0,128.0,19.0,neptune
tcp,private,REJ,0.0,0.0,358.0,1.0,portsweep
icmp,eco_i,SF,8.0,0.0,1.0,20.0,nmap
tcp,private,S0,0.0,0.0,116.0,1.0,neptune
tcp,systat,S0,0.0,0.0,262.0,1.0,neptune
tcp,private,S0,0.0,0.0,149.0,2.0,neptune
tcp,private,S0,0.0,0.0,265.0,3.0,neptune
tcp,ftp,SF,164.0,601.0,1.0,1.0,unknown
tcp,other,RSTR,0.0,0.0,1.0,1.0,portsweep
tcp,exec,S0,0.0,0.0,140.0,12.0,neptune
tcp,auth,S0,0.0,0.0,283.0,6.0,neptune
tcp,private,S0,0.0,0.0,78.0,24.0,neptune
tcp,private,REJ,0.0,0.0,111.0,4.0,neptune
tcp,ftp_data,SF,283618.0,0.0,2.0,2.0,unknown
tcp,private,RSTR,0.0,0.0,80.0,2.0,portsweep
tcp,private,SH,0.0,0.0,1.0,1.0,nmap
tcp,private,S0,0.0,0.0,285.0,7.0,neptune
tcp,private,S0,0.0,0.0,104.0,13.0,neptune
tcp,private,REJ,0.0,0.0,257.0,14.0,neptune
tcp,private,S0,0.0,0.0,212.0,14.0,neptune
tcp,http,S0,0.0,0.0,2.0,2.0,neptune
tcp,private,S0,0.0,0.0,71.0,5.0,neptune
tcp,courier,S0,0.0,0.0,112.0,4.0,neptune
tcp,private,S0,0.0,0.0,159.0,8.0,neptune
tcp,exec,S0,0.0,0.0,118.0,6.0,neptune
tcp,time,S0,0.0,0.0,236.0,17.0,neptune
tcp,uucp_path,S0,0.0,0.0,120.0,7.0,neptune
tcp,printer,S0,0.0,0.0,121.0,7.0,neptune
tcp,telnet,S0,0.0,0.0,129.0,17.0,neptune
tcp,shell,S0,0.0,0.0,141.0,19.0,neptune
tcp,sunrpc,RSTO,0.0,0.0,299.0,19.0,neptune
tcp,ftp,SF,1226.0,2451.0,1.0,1.0,unknown
tcp,Z39_50,REJ,0.0,0.0,209.0,4.0,neptune
tcp,ftp_data,REJ,0.0,0.0,222.0,11.0,neptune
tcp,private,S0,0.0,0.0,79.0,23.0,neptune
tcp,private,REJ,0.0,0.0,509.0,1.0,satan
tcp,login,S0,0.0,0.0,114.0,23.0,neptune
tcp,private,S0,0.0,0.0,114.0,6.0,neptune
tcp,telnet,S0,0.0,0.0,15.0,15.0,neptune
tcp,private,REJ,0.0,0.0,131.0,5.0,neptune
tcp,nntp,S0,0.0,0.0,291.0,4.0,neptune
tcp,ftp_data,S0,0.0,0.0,477.0,21.0,satan
tcp,iso_tsap,S0,0.0,0.0,273.0,7.0,neptune
tcp,hostnames,S0,0.0,0.0,265.0,8.0,neptune
tcp,private,REJ,0.0,0.0,236.0,6.0,neptune
tcp,private,S0,0.0,0.0,137.0,13.0,neptune
tcp,uucp,S0,0.0,0.0,115.0,11.0,neptune
tcp,whois,S0,0.0,0.0,271.0,13.0,neptune
tcp,private,S0,0.0,0.0,298.0,15.0,neptune
udp,private,SF,1.0,0.0,129.0,49.0,satan
tcp,private,REJ,0.0,0.0,262.0,19.0,neptune
tcp,private,S0,0.0,0.0,210.0,10.0,neptune
tcp,telnet,S0,0.0,0.0,5.0,2.0,neptune
tcp,ftp_data,SF,283618.0,0.0,2.0,2.0,unknown
tcp,private,S0,0.0,0.0,318.0,1.0,satan
icmp,eco_i,SF,8.0,0.0,1.0,52.0,ipsweep
tcp,telnet,S0,0.0,0.0,42.0,14.0,neptune
tcp,shell,RSTO,0.0,0.0,113.0,9.0,unknown
tcp,telnet,S3,0.0,44.0,2.0,1.0,unknown
tcp,private,REJ,0.0,0.0,146.0,17.0,neptune
tcp,http,SF,54540.0,8314.0,5.0,5.0,unknown
tcp,http,S0,0.0,0.0,7.0,4.0,neptune
tcp,netbios_ns,S0,0.0,0.0,99.0,8.0,neptune
tcp,private,REJ,0.0,0.0,143.0,5.0,neptune
tcp,telnet,RSTO,0.0,0.0,246.0,18.0,neptune
tcp,iso_tsap,REJ,0.0,0.0,232.0,5.0,neptune
tcp,private,SH,0.0,0.0,1.0,1.0,nmap
tcp,other,REJ,0.0,0.0,511.0,1.0,satan
tcp,private,REJ,0.0,0.0,242.0,15.0,neptune
tcp,private,REJ,0.0,0.0,300.0,18.0,neptune
tcp,link,S0,0.0,0.0,216.0,16.0,neptune
tcp,daytime,S0,0.0,0.0,118.0,15.0,neptune
tcp,netbios_ns,REJ,0.0,0.0,220.0,14.0,neptune
tcp,daytime,S0,0.0,0.0,277.0,19.0,neptune
udp,private,SF,1.0,0.0,93.0,13.0,satan
icmp,eco_i,SF,18.0,0.0,1.0,1.0,ipsweep
icmp,eco_i,SF,8.0,0.0,1.0,27.0,ipsweep
tcp,private,S0,0.0,0.0,114.0,14.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,5.0,nmap
tcp,finger,S0,0.0,0.0,249.0,20.0,neptune
tcp,hostnames,S0,0.0,0.0,243.0,10.0,neptune
tcp,telnet,S0,0.0,0.0,232.0,8.0,neptune
tcp,private,REJ,0.0,0.0,138.0,14.0,neptune
udp,other,SF,1.0,0.0,17.0,1.0,satan
tcp,csnet_ns,S0,0.0,0.0,197.0,6.0,neptune
tcp,private,REJ,0.0,0.0,224.0,10.0,neptune
icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,smurf
tcp,private,REJ,0.0,0.0,128.0,13.0,neptune
tcp,link,REJ,0.0,0.0,281.0,13.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,37.0,ipsweep
tcp,netbios_ssn,S0,0.0,0.0,282.0,21.0,neptune
tcp,nnsp,S0,0.0,0.0,124.0,16.0,neptune
tcp,daytime,S0,0.0,0.0,297.0,17.0,neptune
tcp,finger,S0,0.0,0.0,46.0,11.0,neptune
tcp,private,REJ,0.0,0.0,225.0,2.0,neptune
tcp,private,S0,0.0,0.0,274.0,17.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,13.0,nmap
tcp,private,S0,0.0,0.0,120.0,10.0,neptune
tcp,private,S0,0.0,0.0,126.0,18.0,neptune
tcp,echo,RSTO,0.0,0.0,262.0,18.0,neptune
tcp,discard,S0,0.0,0.0,294.0,23.0,neptune
tcp,private,REJ,0.0,0.0,126.0,2.0,neptune
tcp,private,S0,0.0,0.0,121.0,15.0,neptune
tcp,discard,RSTO,0.0,0.0,253.0,3.0,neptune
tcp,private,REJ,0.0,0.0,202.0,11.0,neptune
tcp,http,S0,0.0,0.0,70.0,70.0,unknown
tcp,courier,S0,0.0,0.0,100.0,6.0,neptune
tcp,http,SF,54540.0,8314.0,3.0,3.0,back
tcp,whois,S0,0.0,0.0,207.0,7.0,neptune
tcp,whois,REJ,0.0,0.0,228.0,6.0,neptune
tcp,bgp,S0,0.0,0.0,275.0,18.0,neptune
tcp,ftp,S0,0.0,0.0,210.0,19.0,neptune
tcp,echo,S0,0.0,0.0,287.0,25.0,neptune
tcp,http,RSTR,57184.0,1.0,23.0,23.0,unknown
tcp,other,RSTO,0.0,0.0,290.0,3.0,neptune
tcp,other,RSTR,1.0,0.0,2.0,2.0,portsweep
tcp,netstat,S0,0.0,0.0,126.0,3.0,neptune
tcp,private,RSTR,0.0,0.0,1.0,1.0,portsweep
tcp,vmnet,S0,0.0,0.0,282.0,12.0,neptune
tcp,Z39_50,REJ,0.0,0.0,235.0,15.0,neptune
tcp,private,S0,0.0,0.0,229.0,23.0,neptune
tcp,ftp_data,S0,0.0,0.0,256.0,15.0,neptune
tcp,private,REJ,0.0,0.0,146.0,17.0,neptune
tcp,uucp,S0,0.0,0.0,73.0,22.0,neptune
tcp,ftp_data,S0,0.0,0.0,33.0,8.0,neptune
icmp,ecr_i,SF,1032.0,0.0,274.0,274.0,smurf
tcp,ftp,S0,0.0,0.0,238.0,9.0,neptune
udp,private,SF,1.0,0.0,3.0,3.0,satan
tcp,private,S0,0.0,0.0,253.0,18.0,neptune
tcp,csnet_ns,S0,0.0,0.0,242.0,7.0,neptune
tcp,other,REJ,0.0,0.0,368.0,1.0,satan
tcp,ftp,S0,0.0,0.0,247.0,6.0,neptune
tcp,shell,RSTR,0.0,0.0,1.0,1.0,portsweep
udp,private,SF,1.0,0.0,63.0,2.0,satan
udp,domain_u,SF,1.0,0.0,21.0,3.0,satan
icmp,ecr_i,SF,1032.0,0.0,499.0,499.0,smurf
tcp,imap4,S0,0.0,0.0,140.0,8.0,neptune
tcp,private,S0,0.0,0.0,207.0,3.0,neptune
tcp,http,SF,54540.0,8314.0,5.0,5.0,back
tcp,private,S0,0.0,0.0,48.0,6.0,neptune
tcp,private,REJ,0.0,0.0,125.0,17.0,neptune
icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,smurf
tcp,private,REJ,0.0,0.0,175.0,8.0,neptune
tcp,name,S0,0.0,0.0,284.0,13.0,neptune
tcp,private,RSTR,0.0,0.0,1.0,1.0,portsweep
tcp,whois,REJ,0.0,0.0,252.0,8.0,neptune
tcp,pop_3,RSTO,0.0,36.0,3.0,8.0,unknown
tcp,private,REJ,0.0,0.0,249.0,3.0,neptune
tcp,ldap,S0,0.0,0.0,236.0,7.0,neptune
tcp,private,REJ,0.0,0.0,293.0,8.0,neptune
tcp,private,S0,0.0,0.0,223.0,8.0,neptune
tcp,private,REJ,0.0,0.0,162.0,9.0,neptune
icmp,eco_i,SF,20.0,0.0,1.0,56.0,unknown
tcp,private,REJ,0.0,0.0,102.0,12.0,neptune
tcp,private,S0,0.0,0.0,91.0,14.0,neptune
tcp,private,S0,0.0,0.0,58.0,20.0,neptune
tcp,systat,S0,0.0,0.0,266.0,5.0,neptune
tcp,private,S0,0.0,0.0,258.0,20.0,neptune
tcp,courier,S0,0.0,0.0,126.0,14.0,neptune
tcp,hostnames,S0,0.0,0.0,202.0,14.0,neptune
tcp,private,S0,0.0,0.0,114.0,13.0,neptune
tcp,name,REJ,0.0,0.0,252.0,5.0,neptune
tcp,vmnet,S0,0.0,0.0,117.0,11.0,neptune
tcp,other,REJ,0.0,0.0,458.0,1.0,satan
tcp,private,RSTR,1.0,0.0,2.0,2.0,portsweep
tcp,private,REJ,0.0,0.0,150.0,14.0,neptune
tcp,other,REJ,0.0,0.0,511.0,1.0,satan
tcp,sunrpc,S0,0.0,0.0,165.0,6.0,neptune
tcp,iso_tsap,S0,0.0,0.0,150.0,7.0,neptune
tcp,private,REJ,0.0,0.0,134.0,20.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,49.0,ipsweep
tcp,exec,S0,0.0,0.0,115.0,20.0,neptune
tcp,domain,REJ,0.0,0.0,202.0,1.0,neptune
tcp,vmnet,S0,0.0,0.0,297.0,18.0,neptune
tcp,private,S0,0.0,0.0,131.0,16.0,neptune
tcp,daytime,S0,0.0,0.0,264.0,11.0,neptune
tcp,pop_3,RSTO,0.0,36.0,2.0,3.0,unknown
tcp,uucp_path,S0,0.0,0.0,115.0,11.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,14.0,ipsweep
tcp,supdup,S0,0.0,0.0,297.0,16.0,neptune
tcp,klogin,REJ,0.0,0.0,145.0,7.0,neptune
tcp,csnet_ns,S0,0.0,0.0,233.0,5.0,neptune
tcp,private,S0,0.0,0.0,263.0,13.0,neptune
tcp,private,S0,0.0,0.0,137.0,1.0,neptune
tcp,echo,S0,0.0,0.0,291.0,16.0,neptune
tcp,nnsp,S0,0.0,0.0,111.0,13.0,neptune
icmp,eco_i,SF,20.0,0.0,1.0,67.0,unknown
tcp,bgp,S0,0.0,0.0,130.0,8.0,neptune
tcp,ftp_data,SF,334.0,0.0,2.0,2.0,unknown
tcp,domain,S0,0.0,0.0,105.0,15.0,neptune
tcp,iso_tsap,S0,0.0,0.0,231.0,22.0,neptune
udp,private,SF,1.0,0.0,17.0,6.0,satan
tcp,private,S0,0.0,0.0,288.0,9.0,neptune
tcp,private,REJ,0.0,0.0,137.0,1.0,neptune
tcp,http,SF,54540.0,8314.0,5.0,5.0,unknown
tcp,private,REJ,0.0,0.0,103.0,6.0,neptune
tcp,login,S0,0.0,0.0,138.0,5.0,neptune
icmp,ecr_i,SF,1480.0,0.0,2.0,4.0,pod
tcp,exec,RSTO,0.0,0.0,118.0,20.0,neptune
tcp,name,S0,0.0,0.0,286.0,14.0,neptune
tcp,http,S0,0.0,0.0,65.0,65.0,unknown
tcp,http,SF,54540.0,8314.0,3.0,3.0,back
tcp,private,S0,0.0,0.0,130.0,18.0,unknown
tcp,whois,S0,0.0,0.0,239.0,5.0,neptune
tcp,private,S0,0.0,0.0,73.0,3.0,neptune
tcp,login,S0,0.0,0.0,143.0,6.0,neptune
tcp,auth,S0,0.0,0.0,263.0,3.0,neptune
icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,smurf
tcp,systat,REJ,0.0,0.0,262.0,4.0,neptune
tcp,gopher,REJ,0.0,0.0,231.0,14.0,neptune
tcp,telnet,S0,0.0,0.0,126.0,14.0,neptune
tcp,Z39_50,REJ,0.0,0.0,238.0,1.0,neptune
tcp,ftp,RSTO,0.0,0.0,240.0,12.0,neptune
tcp,supdup,S0,0.0,0.0,290.0,6.0,neptune
tcp,http,RSTR,72564.0,0.0,8.0,8.0,unknown
tcp,gopher,S0,0.0,0.0,230.0,5.0,neptune
udp,private,SF,28.0,0.0,83.0,83.0,teardrop
tcp,http,SF,54540.0,8314.0,4.0,10.0,back
tcp,private,S0,0.0,0.0,136.0,11.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,28.0,ipsweep
tcp,other,REJ,0.0,0.0,509.0,1.0,satan
tcp,private,S0,0.0,0.0,105.0,4.0,neptune
tcp,private,S0,0.0,0.0,33.0,3.0,neptune
tcp,exec,RSTO,0.0,0.0,130.0,18.0,neptune
tcp,courier,S0,0.0,0.0,114.0,18.0,neptune
tcp,pop_3,SF,0.0,0.0,3.0,6.0,satan
tcp,whois,S0,0.0,0.0,230.0,16.0,neptune
icmp,ecr_i,SF,1032.0,0.0,235.0,235.0,smurf
tcp,private,S0,0.0,0.0,99.0,11.0,neptune
icmp,ecr_i,SF,1032.0,0.0,511.0,511.0,smurf
tcp,sql_net,S0,0.0,0.0,147.0,4.0,neptune
tcp,smtp,SF,0.0,84.0,1.0,1.0,unknown
tcp,http,RSTR,59424.0,0.0,27.0,27.0,unknown
tcp,ftp,SF,1251.0,2451.0,1.0,1.0,unknown
tcp,private,REJ,0.0,0.0,129.0,14.0,neptune
tcp,private,S0,0.0,0.0,126.0,9.0,neptune
tcp,ldap,S0,0.0,0.0,124.0,6.0,neptune
tcp,private,S0,0.0,0.0,208.0,8.0,neptune
tcp,private,S0,0.0,0.0,161.0,15.0,neptune
tcp,vmnet,REJ,0.0,0.0,230.0,12.0,neptune
tcp,private,REJ,0.0,0.0,275.0,13.0,neptune
tcp,finger,S0,0.0,0.0,24.0,10.0,neptune
tcp,supdup,REJ,0.0,0.0,213.0,13.0,neptune
icmp,ecr_i,SF,1032.0,0.0,267.0,267.0,smurf
tcp,private,S0,0.0,0.0,20.0,10.0,neptune
tcp,private,REJ,0.0,0.0,137.0,8.0,neptune
tcp,http,RSTR,72564.0,0.0,9.0,9.0,unknown
tcp,time,S0,0.0,0.0,149.0,19.0,neptune
tcp,gopher,S0,0.0,0.0,30.0,4.0,neptune
icmp,ecr_i,SF,1032.0,0.0,395.0,395.0,smurf
tcp,other,REJ,0.0,0.0,511.0,1.0,satan
udp,other,SF,1.0,1.0,511.0,1.0,satan
tcp,uucp,RSTO,0.0,0.0,121.0,20.0,neptune
icmp,eco_i,SF,8.0,0.0,1.0,16.0,nmap
tcp,private,REJ,0.0,0.0,2.0,1.0,portsweep
tcp,http,REJ,0.0,0.0,511.0,1.0,satan
tcp,private,S0,0.0,0.0,278.0,12.0,neptune
tcp,sql_net,S0,0.0,0.0,9.0,4.0,neptune
